time,index,mass,x,y,z,vx,vy,vz,fx,fy,fz,ke,pe
64.00022,1,40.21291,-5.413208,-14.08682,0.939058,-0.1730108,-0.4502272,0.03001315,-0.1191253,-0.310001,0.02066534,4.695623,-71.74809
65.01062,0,39.02491,-159.6181,-415.3758,27.68985,0.1813331,0.4718848,-0.0314569,0.1196684,0.3114142,-0.02075954,5.005851,-71.91144
65.01062,1,40.21291,-5.587732,-14.54098,0.9693337,-0.1759801,-0.4579543,0.03052825,-0.1196738,-0.3114284,0.02076049,4.858183,-71.91308
66.00873,0,39.02491,-159.4352,-414.8999,27.65812,0.1844069,0.4798837,-0.03199013,0.12023,0.3128757,-0.02085697,5.176999,-72.07999
66.00873,1,40.21291,-5.765235,-15.00289,1.000126,-0.1789632,-0.4657172,0.03104574,-0.1202356,-0.3128904,0.02085795,5.024285,-72.08167
67.00492,0,39.02491,-159.2493,-414.4159,27.62586,0.1874952,0.4879205,-0.03252588,0.1208052,0.3143725,-0.02095675,5.351852,-72.2522
67.00492,1,40.21291,-5.945725,-15.47258,1.031436,-0.1819604,-0.4735172,0.03156569,-0.1208109,-0.3143874,0.02095774,5.193991,-72.25391
68.01524,0,39.02491,-159.0602,-413.9238,27.59306,0.1905985,0.4959961,-0.03306422,0.1213942,0.3159053,-0.02105893,5.530477,-72.42813
68.01524,1,40.21291,-6.12922,-15.95009,1.063268,-0.1849722,-0.4813547,0.03208815,-0.1214001,-0.3159206,0.02105995,5.367352,-72.42988
69.01,0,39.02491,-158.868,-413.4237,27.55972,0.193717,0.5041115,-0.03360521,0.1219973,0.3174748,-0.02116355,5.712935,-72.60782
69.01,1,40.21291,-6.315735,-16.43546,1.095624,-0.1879988,-0.4892307,0.03261318,-0.1220033,-0.3174904,0.0211646,5.544432,-72.60961
70.00286,0,39.02491,-158.6727,-412.9154,27.52584,0.1968512,0.5122676,-0.03414891,0.1226148,0.3190818,-0.02127068,5.899292,-72.79136
70.00286,1,40.21291,-6.505284,-16.92873,1.128506,-0.1910405,-0.4971462,0.03314085,-0.122621,-0.3190979,0.02127175,5.725296,-72.79319
71.01437,0,39.02491,-158.4742,-412.399,27.49141,0.2000014,0.5204654,-0.03469539,0.1232472,0.3207273,-0.02138038,6.089614,-72.97881
71.01437,1,40.21291,-6.697882,-17.42993,1.161917,-0.1940978,-0.5051022,0.03367122,-0.1232535,-0.3207437,0.02138147,5.91001,-72.98067
72.01203,0,39.02491,-158.2726,-411.8744,27.45643,0.203168,0.5287059,-0.03524472,0.1238946,0.322412,-0.02149268,6.283973,-73.17023
72.01203,1,40.21291,-6.893546,-17.93911,1.19586,-0.197171,-0.5130996,0.03420434,-0.123901,-0.3224287,0.0214938,6.09864,-73.17213
73.00985,0,39.02491,-158.0679,-411.3414,27.42091,0.2063514,0.53699,-0.03579696,0.1245574,0.3241369,-0.02160766,6.482439,-73.36569
73.00985,1,40.21291,-7.092291,-18.4563,1.230337,-0.2002605,-0.5211395,0.0347403,-0.124564,-0.3241541,0.02160881,6.29126,-73.36764
74.00861,0,39.02491,-157.8599,-410.8002,27.38483,0.209552,0.545319,-0.03635218,0.125236,0.3259028,-0.02172539,6.685089,-73.56528
74.00861,1,40.21291,-7.294135,-18.98156,1.265352,-0.2033667,-0.5292227,0.03527914,-0.1252428,-0.3259205,0.02172657,6.487937,-73.56727
75.02,0,39.02491,-157.6444,-410.2395,27.34745,0.2128347,0.5538616,-0.03692165,0.1259449,0.3277475,-0.02184836,6.896178,-73.77318
75.02,1,40.21291,-7.503224,-19.52568,1.301624,-0.2065526,-0.5375134,0.03583182,-0.1259518,-0.3277656,0.02184956,6.692808,-73.77521
76.00687,0,39.02491,-157.4342,-409.6926,27.31099,0.2160064,0.5621152,-0.03747185,0.1266422,0.3295621,-0.02196932,7.103243,-73.97712
76.00687,1,40.21291,-7.707183,-20.05644,1.337006,-0.2096307,-0.5455236,0.0363658,-0.1266493,-0.3295806,0.02197055,6.893771,-73.97919
77.00506,0,39.02491,-157.2166,-409.1262,27.27323,0.2192611,0.5705848,-0.03803645,0.1273704,0.3314573,-0.02209565,7.318911,-74.18952
